vehiculo_specs_key,ejes,llantas,largo_m,ancho_m,alto_m
3028,2,6,9.42,2.6,4.07
3029,3,,8.792,2.55,3.15
3030,3,10,9.8,2.6,2.65
3031,3,10,8.4,2.55,3.65
3032,4,12,8.385,2.6,3.485
3033,2,6,9.9,2.6,4.1
3034,4,12,11.2,2.6,3.68
3035,4,12,8.42,2.6,3.19
3036,3,,7.95,2.6,3.5
3037,3,6,6.867,2.495,3.483
3038,3,10,12.4,2.6,4.0
3039,3,10,7.7,2.6,3.5
3040,3,,7.8,2.6,3.33
3041,3,6,6.817,2.495,3.483
3042,3,,7.79,2.6,3.48
3043,3,10,11.46,2.6,3.5
3044,2,6,8.0,2.55,3.65
3045,3,10,9.0,2.6,3.6
3046,4,12,10.5,2.6,3.7
3047,3,10,8.0,2.5,3.5
3048,4,12,9.0,2.6,3.21
3049,4,12,11.8,2.6,3.6
3050,3,10,7.63,2.49,3.05
3051,3,10,9.4,2.5,3.05
3052,3,10,10.35,2.6,3.6
3053,3,10,8.25,2.49,3.73
3054,3,10,7.8,2.49,3.73
3055,3,10,8.0,2.5,3.35
3056,3,10,10.5,2.53,3.73
3057,2,6,6.88,2.55,3.15
3058,2,6,9.4,2.5,3.05
3059,3,10,8.1,2.52,3.8
3060,2,6,9.45,2.6,3.5
3061,3,10,8.25,2.49,3.1
3062,3,10,8.26,2.54,3.7
3063,3,10,9.8,2.5,3.95
3064,2,6,8.9,2.6,4.1
3065,3,10,10.62,2.5,4.0
3066,3,8,12.3,2.51,3.7
3067,2,6,7.0,2.5,3.2
3068,3,10,7.95,2.55,3.2
3069,2,6,8.8,2.5,3.2
3070,3,10,8.0,2.5,3.31
3071,2,6,9.5,2.6,3.52
3072,3,10,8.13,2.57,3.85
3073,3,10,8.34,2.6,3.68
3074,3,10,8.67,2.5,3.7
3075,2,6,7.7,2.5,3.6
3076,3,10,8.34,2.5,3.68
3077,3,10,8.25,2.5,3.75
3078,2,6,8.67,2.42,2.67
3079,4,12,8.3,2.55,3.25
3080,2,6,8.8,2.45,3.4
3081,2,6,8.95,2.6,3.65
3082,3,10,10.1,2.6,3.2
3083,2,6,6.2,2.45,2.8
3084,2,6,9.0,2.6,3.8
3085,2,6,7.1,2.6,2.2
3086,3,10,9.6,2.6,3.7
3087,3,,8.439,2.575,3.61
3088,2,6,9.72,2.56,3.33
3089,2,6,7.35,2.5,3.05
3090,2,6,5.65,2.38,2.7
3091,2,6,6.75,2.45,2.8
3092,2,6,8.65,2.45,2.76
3093,2,6,8.76,2.55,3.8
3094,4,12,11.4,2.6,3.95
3095,2,6,7.26,2.6,3.1
3096,2,6,8.5,2.5,2.7
3097,2,6,8.47,2.48,2.88
3098,3,10,11.56,2.4,3.6
3099,2,6,6.87,2.45,3.0
3100,2,6,8.64,2.5,2.8
3101,3,10,10.0,2.6,2.8
3102,2,6,7.07,2.46,2.93
3103,4,12,11.9,2.6,4.0
3104,3,10,12.87,2.6,3.8
3105,4,12,11.54,2.6,3.98
3106,2,,5.95,2.45,3.0
3107,2,6,9.0,2.6,3.65
3108,3,10,12.8,2.6,4.0
3109,3,10,6.867,2.6,3.2
3110,3,10,10.99,2.43,2.93
3111,3,10,10.4,2.6,4.1
3112,3,,10.99,2.43,2.93
3113,3,10,8.13,2.6,3.33
3114,3,10,10.2,2.6,3.4
3115,3,10,8.13,2.55,3.3
3116,3,10,8.47,2.5,3.22
3117,3,10,9.5,2.6,3.3
3118,3,10,8.3,2.43,3.17
3119,3,10,8.28,2.47,3.17
3120,3,10,11.38,2.6,4.1
3121,3,10,8.25,2.43,3.15
3122,3,10,7.6,2.5,3.0
3123,3,10,8.24,2.43,3.15
3124,3,10,8.3,2.43,3.14
3125,3,10,8.24,2.41,3.15
3126,3,10,8.24,2.44,3.15
3127,3,10,10.95,2.6,4.1
3128,2,6,6.5,2.494,3.48
3129,2,6,9.9,2.6,3.4
3130,3,10,10.53,2.6,3.14
3131,3,,8.43,2.42,3.2
3132,2,6,7.07,2.6,2.7
3133,3,10,6.817,2.494,3.481
3134,3,10,8.25,2.43,3.16
3135,3,10,8.25,2.42,3.14
3136,3,,8.18,2.43,3.12
3137,3,10,8.45,2.6,3.35
3138,3,10,8.4,2.59,3.24
3139,3,,8.92,2.45,3.06
3140,3,10,8.32,2.41,3.13
3141,3,10,8.32,2.42,3.17
3142,3,,8.3,2.43,3.15
3143,3,10,8.31,2.41,3.15
3144,3,10,8.13,2.55,3.35
3145,3,10,8.15,2.5,3.29
3146,3,10,7.36,2.43,2.92
3147,3,10,10.8,2.6,3.9
3148,2,6,9.45,2.5,3.4
3149,2,6,9.85,2.6,4.05
3150,2,6,8.9,2.5,3.6
3151,3,10,10.65,2.6,3.55
3152,2,6,8.8,2.5,3.5
3153,2,6,7.105,2.6,3.21
3154,3,10,11.28,2.486,3.2
3155,3,10,11.68,2.6,4.1
3156,3,,10.4,2.6,3.6
3157,3,10,9.47,2.5,3.5
3158,3,10,9.3,2.5,3.5
3159,3,,9.0,2.4,3.1
3160,3,10,9.45,2.6,3.5
3161,3,10,10.05,2.6,3.6
3162,3,10,9.5,2.6,3.4
3163,3,10,9.7,2.6,3.3
3164,2,6,10.25,2.6,4.05
3165,2,6,9.5,2.6,3.75
3166,3,10,11.0,2.6,4.0
3167,3,10,11.28,2.6,2.75
3168,3,10,9.392,2.6,4.1
3169,3,10,11.9,2.6,3.5
3170,3,10,10.0,2.6,3.6
3171,2,6,9.8,2.6,3.75
3172,3,10,6.91,2.49,3.48
3173,3,10,8.27,2.4,3.17
3174,2,6,9.11,2.5,3.3
3175,3,,8.27,2.41,3.17
3176,3,10,7.4,2.6,3.1
3177,3,10,8.23,2.5,3.2
3178,3,10,8.27,2.42,3.17
3179,3,,8.23,2.4,3.15
3180,2,6,10.05,2.6,3.4
3181,3,10,8.21,2.41,3.14
3182,3,10,7.4,2.47,3.31
3183,3,,8.21,2.41,3.14
3184,3,10,7.85,2.56,3.8
3185,2,6,9.145,2.5,3.59
3186,3,,8.22,2.41,3.15
3187,3,10,8.22,2.41,3.15
3188,3,10,8.92,2.45,3.06
3189,3,10,9.0,2.5,3.2
3190,3,10,8.28,2.52,3.3
3191,3,10,11.0,2.6,3.1
3192,3,10,10.8,2.5,3.7
3193,3,10,7.81,2.43,2.7
3194,3,10,7.9,2.6,3.4
3195,2,6,10.3,2.6,3.5
3196,3,,8.16,2.5,3.29
3197,3,10,8.1,2.5,3.51
3198,3,10,8.28,2.25,3.3
3199,3,,8.31,2.54,3.05
3200,3,10,8.13,2.5,3.4
3201,2,6,9.0,2.52,3.7
3202,3,10,9.5,2.5,3.5
3203,3,10,8.31,2.54,3.05
3204,2,6,9.2,2.6,3.6
3205,3,10,7.36,2.43,2.99
3206,4,12,6.817,2.495,3.481
3207,2,6,9.1,2.6,4.0
3208,2,6,8.8,2.5,3.1
3209,2,6,9.8,2.6,3.4
3210,3,,8.13,2.5,3.4
3211,3,10,9.3,2.54,3.05
3212,3,,8.95,2.47,3.04
3213,2,6,8.15,2.6,3.525
3214,3,10,6.817,2.496,3.483
3215,3,10,7.8,2.55,3.25
3216,3,10,8.4,2.6,3.14
3217,3,10,8.0,2.6,3.48
3218,3,10,8.3,2.6,3.0
3219,2,6,9.45,2.6,3.8
3220,2,6,10.86,2.6,4.1
3221,3,10,10.5,2.6,3.35
3222,3,,8.28,2.52,3.3
3223,3,10,7.81,2.45,2.9
3224,3,10,7.8,2.52,3.55
3225,3,10,12.4,2.6,3.7
3226,2,6,10.4,2.6,3.7
3227,3,,6.81,2.49,3.48
3228,3,,8.2,2.5,3.4
3229,4,12,8.67,2.6,3.66
3230,4,12,8.725,2.6,3.55
3231,3,10,8.16,2.56,2.9
3232,3,10,7.99,2.5,3.24
3233,3,10,8.7,2.5,3.2
3234,3,10,8.92,2.5,3.5
3235,3,,8.13,2.5,5.4
3236,2,6,9.15,2.6,3.45
3237,2,6,10.22,2.6,4.1
3238,2,6,6.5,2.6,2.9
3239,3,10,8.2,2.6,3.25
3240,2,6,9.73,2.6,4.1
3241,3,10,9.1,2.5,3.12
3242,4,12,8.9,2.55,3.45
3243,2,6,9.65,2.56,3.7
3244,2,6,8.5,2.57,3.45
3245,4,12,11.6,2.6,3.5
3246,3,10,10.05,2.6,3.9
3247,3,10,10.5,2.6,4.2
3248,2,6,9.1,2.6,3.3
3249,2,6,8.55,2.4,2.75
3250,3,10,7.8,2.6,4.1
3251,3,10,7.8,2.6,7.1
3252,3,10,7.5,2.6,2.92
3253,2,6,7.15,2.4,2.7
3254,2,6,7.25,2.3,2.49
3255,2,6,7.15,2.4,3.6
3256,2,6,7.6,2.25,3.56
3257,2,6,8.3,2.4,2.77
3258,2,6,7.35,2.25,3.35
3259,2,6,7.6,2.3,3.2
3260,2,6,7.41,2.3,3.32
3261,3,6,6.867,2.495,3.5
3262,3,10,9.83,2.45,3.9
3263,3,10,7.8,2.55,3.5
3264,2,6,7.636,2.582,3.983
3265,2,6,6.9,2.2,3.445
3266,2,6,9.4,2.6,3.35
3267,2,6,7.34,2.2,3.52
3268,3,10,10.2,2.6,3.6
3269,2,6,8.0,2.4,2.7
3270,2,6,7.34,2.2,2.65
3271,2,6,7.53,2.27,3.08
3272,2,6,6.0,2.4,2.6
3273,2,6,7.2,2.25,3.7
3274,3,10,7.6,2.52,3.45
3275,2,6,7.134,2.148,2.98
3276,3,10,7.61,2.49,3.3
3277,3,10,7.5,2.6,3.3
3278,3,10,7.64,2.5,3.4
3279,3,10,6.817,2.495,3.301
3280,3,10,6.81,2.49,3.3
3281,3,10,7.84,2.54,3.33
3282,2,6,7.6,2.3,3.18
3283,3,,7.79,2.6,2.6
3284,3,10,6.817,2.495,3.587
3285,2,6,8.06,2.6,2.95
3286,3,10,6.82,2.5,3.3
3287,2,6,9.3,2.6,3.71
3288,2,6,10.3,2.6,3.9
3289,2,,7.8,2.5,3.0
3290,2,6,8.8,2.5,3.71
3291,2,6,9.14,2.5,3.55
3292,2,,5.9,2.22,2.95
3293,3,10,8.55,2.49,3.3
3294,2,6,9.0,2.46,4.02
3295,2,6,8.8,2.51,4.06
3296,3,10,10.0,2.6,3.94
3297,2,6,10.3,2.6,3.7
3298,3,10,10.85,2.6,3.95
3299,2,6,9.83,2.6,4.05
3300,2,6,9.4,2.5,3.2
3301,2,6,8.73,2.6,3.83
3302,3,10,10.65,2.5,3.3
3303,3,10,10.6,2.6,3.1
3304,3,10,12.2,2.6,3.9
3305,2,6,9.0,2.55,4.1
3306,3,,6.81,2.49,3.3
3307,2,6,9.0,2.53,2.79
3308,2,6,8.9,2.6,3.0
3309,2,6,9.02,2.6,3.4
3310,3,10,7.9,2.6,3.2
3311,2,,8.87,2.44,3.5
3312,3,10,7.7,2.55,3.7
3313,3,10,6.82,2.5,3.6
3314,2,6,6.8,2.5,2.72
3315,4,12,8.52,2.6,2.7
3316,3,10,7.8,2.55,3.33
3317,2,6,8.8,2.6,3.41
3318,2,6,8.6,2.55,3.7
3319,2,6,8.8,2.5,3.0
3320,2,6,9.15,2.6,3.1
3321,3,10,7.1,2.49,3.45
3322,3,10,11.27,2.6,3.41
3323,2,6,7.2,2.6,3.2
3324,3,10,7.057,2.5,3.949
3325,3,10,7.225,2.5,3.766
3326,2,6,8.9,2.5,4.0
3327,2,6,9.75,2.6,4.2
3328,2,6,9.15,2.6,3.8
3329,2,6,6.78,2.6,3.29
3330,2,6,8.95,2.6,3.3
3331,2,6,7.67,2.45,2.93
3332,3,10,7.84,2.6,3.4
3333,3,10,8.16,2.55,3.31
3334,2,6,7.46,2.51,2.88
3335,2,6,9.25,2.6,3.95
3336,2,6,7.765,2.486,3.012
3337,2,6,8.9,2.6,4.0
3338,2,6,8.0,2.5,3.65
3339,2,6,9.7,2.6,3.75
3340,2,6,9.05,2.6,3.93
3341,2,6,8.83,2.5,3.45
3342,2,6,8.055,2.5,3.86
3343,2,6,6.17,2.5,2.92
3344,2,6,6.86,2.6,2.9
3345,2,6,8.9,2.6,3.3
3346,2,6,6.855,2.6,3.31
3347,2,,6.9,2.5,3.3
3348,3,10,12.0,2.555,3.3
3349,2,6,9.6,2.6,3.65
3350,2,6,7.06,2.6,2.92
3351,3,10,12.18,2.6,4.1
3352,2,6,8.8,2.5,3.6
3353,2,6,9.86,2.6,3.55
3354,2,6,7.55,2.6,3.27
3355,2,6,9.6,2.6,3.92
3356,2,6,7.35,2.6,3.76
3357,2,,7.14,2.5,3.49
3358,2,6,8.9,2.6,3.8
3359,2,6,9.1,2.6,4.1
3360,2,6,8.6,2.6,3.97
3361,2,6,6.2,2.5,2.8
3362,2,6,8.4,2.6,3.6
3363,2,6,7.49,2.6,3.55
3364,2,6,6.7,2.5,2.95
3365,2,6,7.125,2.6,3.03
3366,2,6,7.3,2.6,3.6
3367,2,6,10.8,2.6,3.7
3368,2,6,9.2,2.6,3.2
3369,2,6,9.3,2.53,3.8
3370,2,6,9.08,2.6,4.1
3371,3,,9.6,2.6,3.55
3372,2,,9.075,2.5,2.95
3373,2,6,8.9,2.6,3.95
3374,2,6,9.0,2.5,2.9
3375,2,6,8.97,2.6,3.45
3376,3,,10.28,2.6,3.67
3377,2,6,10.84,2.6,3.504
3378,2,6,9.6,2.6,3.6
3379,2,6,6.68,2.6,2.88
3380,2,6,8.8,2.6,3.65
3381,2,6,8.9,2.6,3.31
3382,2,6,6.62,2.42,3.563
3383,3,10,9.97,2.6,3.7
3384,2,6,9.4,2.45,4.2
3385,2,6,6.3,2.45,2.9
3386,3,10,10.7,2.4,3.6
3387,2,6,8.1,2.5,3.5
3388,2,6,9.7,2.6,4.2
3389,2,6,7.3,2.6,3.65
3390,2,,8.34,2.38,2.84
3391,2,6,6.8,2.6,2.9
3392,2,6,9.4,2.6,3.4
3393,2,6,9.0,2.6,3.9
3394,2,6,8.8,2.6,3.68
3395,2,6,7.6,2.6,3.71
3396,2,6,6.42,2.43,3.06
3397,2,6,6.664,2.5,2.881
3398,2,6,9.5,2.6,2.85
3399,2,6,9.2,2.6,3.9
3400,2,6,9.0,2.6,3.47
3401,2,6,6.4,2.3,3.0
3402,2,6,9.7,2.55,4.1
3403,2,6,6.42,2.43,3.065
3404,2,6,7.3,2.6,3.75
3405,3,10,11.5,2.6,3.93
3406,2,6,9.45,2.5,2.65
3407,2,6,9.26,2.6,4.07
3408,2,6,6.34,2.38,2.84
3409,2,6,10.46,2.6,3.62
3410,2,6,9.8,2.26,2.52
3411,2,6,7.0,2.6,3.9
3412,2,6,7.13,2.6,3.03
3413,2,6,9.0,2.6,4.1
3414,4,,9.15,2.41,2.95
3415,2,6,6.56,2.45,3.115
3416,2,6,7.17,2.6,3.62
3417,3,10,10.5,2.6,3.55
3418,2,6,7.35,2.6,3.56
3419,2,6,7.32,2.6,3.71
3420,2,6,7.14,2.5,3.49
3421,2,6,9.15,2.6,3.6
3422,2,6,8.8,2.6,3.56
3423,2,6,7.02,2.555,3.585
3424,2,6,6.97,2.6,3.67
3425,3,,8.1,2.6,3.3
3426,2,,6.88,2.5,3.75
3427,2,6,9.05,2.6,3.75
3428,2,6,7.0,2.5,3.75
3429,2,6,9.4,2.6,3.7
3430,2,6,7.9,2.6,3.6
3431,2,6,9.38,2.6,3.53
3432,3,,7.67,2.55,3.34
3433,3,10,7.67,2.55,3.32
3434,3,10,8.2,2.47,4.1
3435,3,10,7.58,2.55,3.18
3436,3,10,7.86,2.48,3.7
3437,3,10,7.83,2.5,3.32
3438,3,10,7.62,2.5,3.3
3439,3,10,7.68,2.6,3.34
3440,3,10,8.06,2.6,3.54
3441,4,12,10.0,2.6,3.3
3442,3,,9.48,2.6,3.67
3443,3,10,10.0,2.6,3.75
3444,3,,8.0,2.6,3.4
3445,3,10,7.8,2.5,3.31
3446,3,,7.68,2.6,3.33
3447,4,12,10.88,2.6,3.3
3448,3,10,10.6,2.6,4.2
3449,3,10,9.2,2.65,2.7
3450,3,10,9.45,2.6,4.2
3451,3,10,9.2,2.6,3.2
3452,2,6,6.45,2.5,3.44
3453,2,6,6.5,2.5,3.1
3454,3,10,7.85,2.54,2.85
3455,3,10,7.73,2.5,3.33
3456,3,10,7.8,2.6,3.62
3457,3,10,7.65,2.5,3.1
3458,2,6,9.4,2.6,3.9
3459,2,6,10.0,2.6,4.05
3460,2,6,9.382,2.6,4.079
3461,3,10,7.8,2.55,4.1
3462,2,6,8.9,2.45,2.7
3463,3,10,7.75,2.6,3.42
3464,2,6,6.8,2.46,3.35
3465,2,6,6.9,2.6,2.3
3466,2,6,9.13,2.6,4.1
3467,2,6,9.2,2.5,3.15
3468,2,6,9.2,2.55,3.6
3469,2,6,9.6,2.6,3.82
3470,2,6,8.6,2.6,3.6
3471,3,,7.8,2.6,3.62
3472,2,6,6.94,2.46,3.66
3473,3,10,7.7,2.6,3.31
3474,2,6,8.28,2.25,3.12
3475,2,6,8.95,2.6,3.75
3476,3,10,11.35,2.6,3.9
3477,3,10,7.55,2.55,3.65
3478,3,10,7.405,2.487,3.316
3479,4,12,9.6,2.6,3.6
3480,2,6,9.1,2.6,3.83
3481,2,6,8.9,2.486,3.2
3482,3,10,7.75,2.6,4.16
3483,2,6,9.2,2.6,4.0
3484,2,6,6.4,2.45,3.15
3485,2,6,9.8,2.6,3.7
3486,3,10,5.16,2.5,2.7
3487,2,6,6.72,2.46,3.4
3488,3,10,9.4,2.56,4.15
3489,3,10,11.25,2.6,3.65
3490,2,6,8.73,2.6,3.45
3491,2,6,9.15,2.6,3.98
3492,2,6,9.12,2.6,3.92
3493,3,10,7.66,2.6,3.33
3494,3,10,9.5,2.6,3.5
3495,3,10,8.35,2.6,3.3
3496,3,10,9.95,2.6,3.45
3497,3,10,7.69,2.6,3.33
3498,2,6,9.75,2.6,4.0
3499,3,10,10.95,2.6,4.15
3500,2,6,9.06,2.6,4.1
3501,2,6,9.0,2.5,3.2
3502,2,6,9.4,2.6,3.2
3503,2,6,9.7,2.6,3.65
3504,2,6,8.85,2.55,3.9
3505,3,10,8.8,2.6,3.75
3506,2,6,9.0,2.5,2.72
3507,2,6,9.2,2.5,3.6
3508,2,6,8.73,2.406,3.0
3509,3,10,7.73,2.6,3.335
3510,2,6,9.15,2.57,3.65
3511,3,10,7.495,2.6,3.315
3512,3,10,7.78,2.6,3.56
3513,3,10,8.4,2.5,3.85
3514,4,,9.25,2.6,4.1
3515,3,10,7.675,2.6,3.47
3516,4,12,13.041,2.5,3.961
3517,4,14,12.0,2.6,3.8
3518,2,,7.66,2.494,3.292
3519,4,12,11.6,2.6,3.65
3520,3,10,7.67,2.6,3.41
3521,3,10,8.1,2.6,4.1
3522,3,10,7.575,2.5,2.75
3523,2,6,8.73,2.41,2.76
3524,2,6,10.8,2.6,4.1
3525,3,10,7.8,2.6,3.1
3526,2,6,8.3,2.45,2.78
3527,3,10,8.2,2.6,4.1
3528,3,10,7.762,2.6,3.551
3529,2,6,9.2,2.56,3.7
3530,2,10,11.3,2.6,4.1
3531,2,6,10.3,2.55,3.85
3532,2,6,9.83,2.6,4.1
3533,2,6,9.3,2.6,3.9
3534,2,6,9.06,2.54,3.92
3535,3,10,7.79,2.6,3.35
3536,2,6,9.15,2.55,3.7
3537,2,6,8.9,2.6,3.15
3538,2,6,9.0,2.6,3.2
3539,3,10,9.7,2.6,3.85
3540,3,10,7.75,2.6,3.58
3541,2,6,8.8,2.5,2.85
3542,2,6,8.8,2.49,3.0
3543,3,10,8.8,2.6,3.3
3544,2,6,9.25,2.56,3.15
3545,2,6,8.87,2.6,3.2
3546,2,6,7.75,2.49,2.72
3547,3,10,7.67,2.55,3.34
3548,4,12,10.5,2.6,3.69
3549,2,6,10.04,2.6,4.03
3550,2,6,8.9,2.55,3.1
3551,2,6,8.73,2.6,4.04
3552,2,6,9.35,2.55,3.5
3553,2,6,10.55,2.6,3.8
3554,3,10,13.2,2.6,4.05
3555,3,,8.1,2.6,3.2
3556,3,10,9.55,2.6,3.4
3557,2,6,8.765,2.6,2.812
3558,3,,7.68,2.6,3.34
3559,2,6,8.78,2.5,2.95
3560,2,6,8.85,2.5,3.44
3561,3,10,7.83,2.5,3.31
3562,3,10,10.9,2.6,3.2
3563,3,10,7.77,2.54,3.24
3564,2,6,9.23,2.6,3.75
3565,3,10,7.87,2.6,3.35
3566,2,6,9.7,2.6,3.9
3567,2,6,9.45,2.6,4.16
3568,3,,7.54,2.52,3.46
3569,3,10,7.9,2.5,3.35
3570,3,10,7.91,2.54,3.32
3571,3,10,8.24,2.6,4.1
3572,3,10,7.69,2.5,2.7
3573,2,6,9.15,2.6,3.3
3574,2,4,5.548,2.07,2.502
3575,2,6,10.4,2.6,4.1
3576,2,6,7.93,2.486,3.263
3577,2,6,9.1,2.6,3.53
3578,2,6,10.1,2.6,4.1
3579,2,6,10.5,2.6,4.1
3580,2,6,8.87,2.6,4.1
3581,2,6,9.55,2.6,3.6
3582,2,6,8.8,2.6,4.0
3583,2,6,8.6,2.57,3.85
3584,2,6,9.45,2.52,4.0
3585,2,6,9.16,2.6,3.8
3586,2,6,8.7,2.6,3.52
3587,3,10,13.1,2.6,4.1
3588,2,6,7.85,2.406,3.2
3589,2,6,9.25,2.6,4.1
3590,3,10,8.81,2.5,3.86
3591,2,6,9.4,2.6,3.8
3592,2,6,9.4,2.6,4.0
3593,2,6,9.55,2.6,3.65
3594,2,6,6.622,2.6,3.316
3595,3,10,8.95,2.6,4.08
3596,3,10,8.65,2.6,4.08
3597,4,12,11.92,2.6,4.0
3598,2,6,10.65,2.6,3.6
3599,2,6,8.92,2.6,3.95
3600,2,6,9.1,2.6,4.05
3601,2,6,9.26,2.6,3.5
3602,2,6,9.2,2.6,4.1
3603,2,6,9.366,2.6,4.079
3604,3,10,7.8,2.6,3.45
3605,2,6,8.77,2.49,3.52
3606,4,,8.59,2.6,3.61
3607,3,10,7.68,2.6,3.32
3608,2,6,9.2,2.55,2.75
3609,2,6,8.8,2.6,3.84
3610,3,10,10.3,2.6,2.712
3611,2,6,9.055,2.6,3.855
3612,2,6,8.76,2.35,3.2
3613,2,6,9.1,2.6,3.96
3614,2,6,6.443,2.582,3.983
3615,2,6,8.7,2.6,3.04
3616,3,10,7.8,2.6,4.2
3617,2,6,8.621,2.6,3.799
3618,2,6,10.1,2.6,4.05
3619,3,10,13.1,2.6,4.15
3620,2,6,8.86,2.6,3.97
3621,3,10,7.19,2.5,3.29
3622,3,10,7.9,2.5,3.7
3623,3,10,11.53,2.6,3.8
3624,2,6,10.0,2.6,3.75
3625,2,6,9.3,2.6,3.8
3626,2,6,11.15,2.5,3.76
3627,2,6,9.26,2.6,3.85
3628,2,6,9.25,2.55,3.6
3629,3,10,7.78,2.5,2.83
3630,2,6,9.36,2.6,3.25
3631,2,6,9.07,2.49,3.6
3632,3,10,11.3,2.6,4.02
3633,2,6,8.5,2.56,2.85
3634,3,10,7.2,2.5,2.9
3635,2,,7.5,2.5,2.7
3636,2,6,9.3,2.6,3.7
3637,2,6,9.1,2.6,3.45
3638,2,6,9.4,2.52,3.2
3639,2,6,8.9,2.5,2.9
3640,2,6,10.05,2.6,4.05
3641,2,6,9.3,2.6,3.85
3642,2,6,9.2,2.6,3.95
3643,2,6,9.45,2.6,4.2
3644,3,10,9.65,2.5,3.95
3645,3,10,8.56,2.6,3.655
3646,3,10,7.69,2.5,3.57
3647,2,6,9.25,2.6,3.65
3648,3,10,9.45,2.55,3.9
3649,4,12,8.85,2.6,3.85
3650,2,44,5.38,1.99,2.49
3651,3,10,8.1,2.5,3.6
3652,2,6,9.0,2.6,2.91
3653,3,10,11.05,2.6,4.0
3654,4,12,9.96,2.5,3.45
3655,3,10,9.4,2.494,2.92
3656,2,6,8.73,2.6,3.55
3657,2,6,9.3,2.6,3.94
3658,2,10,7.75,2.6,3.42
3659,2,6,9.6,2.6,3.8
3660,4,12,12.05,2.6,3.92
3661,4,12,11.675,2.5,4.1
3662,2,6,9.55,2.6,3.9
3663,3,,8.4,2.4,3.2
3664,3,10,9.8,2.55,4.0
3665,3,10,10.0,2.53,3.65
3666,3,10,7.85,2.6,3.6
3667,2,6,10.05,2.6,3.86
3668,2,6,6.1,2.49,4.02
3669,2,6,6.14,2.51,4.1
3670,2,6,9.1,2.6,2.9
3671,2,6,9.2,2.6,3.0
3672,4,12,11.4,2.6,3.55
3673,3,10,6.757,2.51,3.804
3674,3,10,7.73,2.5,3.335
3675,3,10,8.6,2.5,3.1
3676,2,6,9.51,2.6,4.0
3677,2,6,9.3,2.6,3.0
3678,2,6,8.73,2.52,3.45
3679,4,14,10.95,2.6,3.7
3680,3,10,7.96,2.4,2.82
3681,3,10,8.0,2.6,3.5
3682,2,6,9.2,2.6,3.45
3683,3,10,7.8,2.5,3.34
3684,3,10,7.62,2.5,3.25
3685,3,10,8.1,2.6,3.2
3686,2,6,8.8,2.6,3.7
3687,2,4,5.318,1.85,1.835
3688,2,6,9.2,2.55,3.5
3689,2,6,8.8,2.6,3.5
3690,2,6,8.95,2.59,3.75
3691,3,10,7.8,2.5,3.28
3692,4,12,8.47,2.6,3.43
3693,3,10,10.75,2.6,3.55
3694,3,10,7.7,2.6,3.62
3695,2,6,9.9,2.6,3.85
3696,2,6,9.5,2.6,3.85
3697,2,6,9.3,2.43,3.6
3698,2,6,8.73,2.41,3.0
3699,3,10,9.6,2.6,3.9
3700,3,10,7.45,2.6,3.5
3701,3,10,8.47,2.6,3.43
3702,3,10,12.15,2.6,4.0
3703,3,10,8.0,2.5,3.0
3704,3,10,6.81,2.5,3.63
3705,2,,9.75,2.6,3.72
3706,2,6,9.6,2.6,3.15
3707,3,10,10.45,2.6,3.3
3708,3,10,10.65,2.6,3.3
3709,2,6,9.35,2.6,3.4
3710,3,,9.45,2.5,3.6
3711,4,12,11.32,2.6,3.75
3712,3,10,11.15,2.6,3.67
3713,2,6,8.85,2.45,3.5
3714,2,6,9.5,2.6,2.712
3715,2,6,8.75,2.6,3.0
3716,2,6,9.0,2.4,3.7
3717,3,10,9.27,2.6,3.5
3718,2,6,9.45,2.6,3.52
3719,2,6,9.42,2.6,3.83
3720,2,6,9.25,2.55,3.5
3721,2,6,9.265,2.6,3.8
3722,2,6,9.08,2.6,3.85
3723,3,10,9.95,2.6,4.15
3724,2,6,9.5,2.6,3.55
3725,2,6,9.15,2.6,3.65
3726,2,6,9.3,2.56,3.56
3727,2,6,9.28,2.6,3.84
3728,2,6,8.69,2.6,3.275
3729,2,6,9.58,2.6,3.26
3730,2,6,9.8,2.5,3.8
3731,2,6,7.67,2.55,3.45
3732,2,6,9.15,2.6,3.68
3733,2,6,9.03,2.57,3.53
3734,2,6,8.95,2.6,3.77
3735,2,6,8.65,2.6,3.2
3736,3,10,10.3,2.6,3.62
3737,3,,7.9,2.6,3.3
3738,2,,9.0,2.58,4.0
3739,2,6,9.1,2.5,3.0
3740,2,6,6.2,2.53,2.59
3741,2,6,9.03,2.5,3.64
3742,3,10,10.4,2.6,3.7
3743,2,6,8.75,2.5,3.22
3744,2,6,9.2,2.55,3.3
3745,2,6,8.9,2.5,3.2
3746,2,6,8.94,2.46,2.76
3747,3,10,11.44,2.6,3.4
3748,4,12,10.1,2.6,4.1
3749,2,6,10.4,2.6,3.95
3750,2,6,9.04,2.6,3.57
3751,3,10,11.6,2.6,3.0
3752,2,6,8.58,2.5,3.0
3753,2,6,8.76,1.48,2.8
3754,3,10,10.1,2.6,3.0
3755,3,10,10.15,2.6,4.1
3756,3,10,10.5,2.5,3.4
3757,2,6,8.74,2.5,3.31
3758,2,6,8.8,2.6,3.48
3759,2,6,8.9,2.56,3.85
3760,2,6,6.7,2.5,3.0
3761,2,6,10.12,2.6,3.94
3762,2,6,7.0,2.5,2.95
3763,2,6,7.41,2.47,2.98
3764,2,6,7.45,2.4,3.3
