vehiculo_id,placa,marca_modelo_key,empresa_key,tiempo_fabricacion_key,geografia_key,vehiculo_specs_key,clase_vehicular,combustible,asientos,capacidad_carga_kg,antiguedad_anios,rango_antiguedad,es_reciente,region_natural,zona_comercial,decada,fuente_datos
201,F6A958,4,5,2019.0,1,6,CMTA RURAL,,,2.06,5,0-5 años,True,SIERRA,SUR,2010s,mtc_pasajeros
202,F6C963,3,5,2018.0,5,9,OMNIBUS,,,5.69,6,6-10 años,False,SIERRA,CENTRO,2010s,mtc_pasajeros
203,F5Z966,1,5,2019.0,2,12,OMNIBUS,,,2.72,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
204,F6B968,3,5,2018.0,2,9,OMNIBUS,,,5.7,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
205,F6B962,3,5,2018.0,2,9,OMNIBUS,,,4.94,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
206,F6A968,3,5,2018.0,2,9,OMNIBUS,,,4.94,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
207,F6B960,3,5,2018.0,2,9,OMNIBUS,,,5.67,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
208,F6D953,3,5,2018.0,4,9,OMNIBUS,,,5.7,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
209,F6A951,3,5,2018.0,2,9,OMNIBUS,,,5.03,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
210,F5Z962,3,5,2018.0,2,9,OMNIBUS,,,5.02,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
211,F6C951,3,5,2018.0,4,9,OMNIBUS,,,5.08,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
212,F6C950,3,5,2018.0,2,9,OMNIBUS,,,4.98,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
213,F6A956,4,5,2019.0,2,6,CMTA RURAL,,,2.06,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
214,F6C959,3,5,2018.0,1,9,OMNIBUS,,,5.7,6,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
215,T9F955,1,33,2018.0,6,9,OMNIBUS,,,6.1,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
216,T9F956,1,33,2018.0,6,9,OMNIBUS,,,6.1,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
217,T9F963,1,33,2018.0,2,9,OMNIBUS,,,6.1,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
218,D2I955,3,20,2015.0,2,5,OMNIBUS,,,7.92,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
219,Z8O969,3,20,2012.0,7,9,OMNIBUS,,,4.66,12,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
220,D2H954,3,20,2015.0,2,5,OMNIBUS,,,8.1,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
221,Z8O968,3,20,2012.0,2,9,OMNIBUS,,,4.72,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
222,T5O961,3,68,2013.0,2,5,OMNIBUS,,,7.25,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
223,C4H966,3,69,2013.0,4,5,OMNIBUS,,,7.1,11,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
224,A0S953,3,69,2011.0,11,5,OMNIBUS,,,6.74,13,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
225,C4R965,3,69,2013.0,2,5,OMNIBUS,,,7.03,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
226,B3I969,3,69,2010.0,7,5,OMNIBUS,,,6.73,14,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
227,W1X961,3,69,2007.0,2,5,OMNIBUS,,,6.2,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
228,D7R968,3,70,2016.0,2,4,OMNIBUS,,,8.13,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
229,D8Q969,4,71,2017.0,4,19,CMTA RURAL,,,1.3,7,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
230,D1E962,3,71,2015.0,2,11,OMNIBUS,,,1.69,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
231,VBV954,9,72,2017.0,2,6,CMTA RURAL,,,2.79,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
232,VAM964,4,72,2015.0,2,6,CMTA RURAL,,,1.68,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
233,F4F966,4,71,2019.0,10,6,CMTA RURAL,,,1.76,5,0-5 años,True,COSTA,CENTRO,2010s,mtc_pasajeros
234,V3P965,2,72,2011.0,2,13,CMTA RURAL,,,1.38,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
235,VER963,2,73,2018.0,7,3,CMTA RURAL,,,1.21,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
236,VFF953,2,73,2019.0,1,3,CMTA RURAL,,,1.21,5,0-5 años,True,SIERRA,SUR,2010s,mtc_pasajeros
237,VFC953,2,73,2019.0,2,3,CMTA RURAL,,,1.21,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
238,VEG962,2,73,2018.0,1,3,CMTA RURAL,,,1.36,6,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
239,B1E959,6,74,2004.0,2,5,OMNIBUS,,,8.484,20,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
240,F7N954,3,27,2019.0,2,5,OMNIBUS,,,7.13,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
241,B1E961,6,74,2004.0,8,5,OMNIBUS,,,8.42,20,16-20 años,False,SIERRA,CENTRO,2000s,mtc_pasajeros
242,B1E962,6,74,2004.0,1,5,OMNIBUS,,,8.38,20,16-20 años,False,SIERRA,SUR,2000s,mtc_pasajeros
243,X5B955,4,75,2012.0,2,13,CMTA RURAL,,,1.16,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
244,F7I950,3,27,2019.0,2,5,OMNIBUS,,,7.13,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
245,F7L952,3,27,2019.0,2,5,OMNIBUS,,,7.13,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
246,F5S962,3,30,2019.0,14,5,OMNIBUS,,,5.54,5,0-5 años,True,COSTA,NORTE,2010s,mtc_pasajeros
247,F5R961,3,30,2019.0,2,5,OMNIBUS,,,5.54,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
248,T9F961,1,33,2018.0,2,9,OMNIBUS,,,5.63,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
249,T9E969,1,33,2018.0,2,9,OMNIBUS,,,5.63,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
250,F5X960,3,53,2019.0,2,5,OMNIBUS,,,8.66,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
251,F5X951,3,53,2019.0,4,5,OMNIBUS,,,8.66,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
252,B9P965,5,18,2012.0,14,8,OMNIBUS,,,2.93,12,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
253,A0G725,4,18,2011.0,2,20,CMTA RURAL,,,1.53,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
254,F1D968,4,18,2018.0,2,6,CMTA RURAL,,,1.733,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
255,T7V951,4,18,2017.0,2,6,CMTA RURAL,,,1.78,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
256,T1X962,4,18,2005.0,6,20,CMTA RURAL,,,1.52,19,16-20 años,False,COSTA,NORTE,2000s,mtc_pasajeros
257,C5W957,5,18,2013.0,8,12,OMNIBUS,,,2.79,11,11-15 años,False,SIERRA,CENTRO,2010s,mtc_pasajeros
258,VDM962,4,76,2018.0,2,19,CMTA RURAL,,,1.235,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
259,VET952,3,77,2018.0,2,5,OMNIBUS,,,7.11,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
260,VDM964,4,76,2018.0,2,19,CMTA RURAL,,,1.235,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
261,V6E965,3,78,2012.0,2,5,OMNIBUS,,,13.83,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
262,D8Z965,4,58,2018.0,8,6,CMTA RURAL,,,1.78,6,6-10 años,False,SIERRA,CENTRO,2010s,mtc_pasajeros
263,VCF958,10,78,2017.0,2,5,OMNIBUS,,,6.52,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
264,A8P963,3,79,2007.0,2,5,OMNIBUS,,,8.24,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
265,AEA932,3,80,2014.0,7,4,OMNIBUS,,,8.73,10,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
266,AJV930,3,80,2015.0,2,4,OMNIBUS,,,8.73,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
267,B0C963,4,81,2012.0,2,11,CMTA RURAL,,,1.63,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
268,C0M963,2,81,2015.0,2,3,CMTA RURAL,,,1.21,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
269,AJV832,3,80,2014.0,2,4,OMNIBUS,,,8.73,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
270,Y1G957,3,6,2011.0,2,9,OMNIBUS,,,5.68,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
271,Y1G958,3,6,2011.0,2,9,OMNIBUS,,,5.65,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
272,Y1G961,3,6,2011.0,2,9,OMNIBUS,,,5.72,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
273,Y1M093,3,6,2012.0,2,9,OMNIBUS,,,7.221,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
274,Y1G964,3,6,2011.0,2,9,OMNIBUS,,,5.68,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
275,A2C952,6,82,2004.0,4,9,OMNIBUS,,,10.99,20,16-20 años,False,COSTA,SUR,2000s,mtc_pasajeros
276,T1U952,1,83,2010.0,2,9,OMNIBUS,,,5.8,14,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
277,T4U956,1,83,2011.0,2,9,OMNIBUS,,,6.85,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
278,ZAS957,3,84,2014.0,2,5,OMNIBUS,,,7.3,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
279,F2J959,6,85,2018.0,14,9,OMNIBUS,,,4.48,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
280,ZCQ959,3,20,2017.0,3,5,OMNIBUS,,,8.5,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
281,Z6U962,3,20,2011.0,2,9,OMNIBUS,,,5.45,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
282,T4Z962,2,86,2012.0,2,13,CMTA RURAL,,,1.38,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
283,T5Z959,2,86,2013.0,2,3,CMTA RURAL,,,1.21,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
284,T6U958,2,86,2014.0,2,3,CMTA RURAL,,,1.21,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
285,C8Z967,3,20,2014.0,2,9,OMNIBUS,,,6.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
286,Z6U966,3,20,2011.0,2,9,OMNIBUS,,,5.49,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
287,Z7C964,3,20,2006.0,2,5,OMNIBUS,,,11.98,18,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
288,Z7O951,3,20,2006.0,2,5,OMNIBUS,,,11.98,18,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
289,ZCQ962,3,20,2016.0,2,5,OMNIBUS,,,8.5,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
290,C9J952,3,20,2014.0,2,9,OMNIBUS,,,6.0,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
291,Z7O958,6,20,2002.0,8,5,OMNIBUS,,,6.9,22,20+ años,False,SIERRA,CENTRO,2000s,mtc_pasajeros
292,D9T965,5,87,2017.0,2,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
293,D9S968,5,87,2017.0,7,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
294,D9S964,5,87,2017.0,2,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
295,D9T951,5,87,2017.0,3,8,OMNIBUS,,,2.43,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
296,D9T968,5,87,2017.0,9,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
297,D9T950,5,87,2017.0,15,8,OMNIBUS,,,2.43,7,6-10 años,False,SIERRA,ORIENTE,2010s,mtc_pasajeros
298,D9S965,5,87,2017.0,1,8,OMNIBUS,,,2.43,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
299,D9T954,5,87,2017.0,1,8,OMNIBUS,,,2.43,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
300,D9R969,5,87,2017.0,4,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
301,D9R967,5,87,2017.0,1,8,OMNIBUS,,,2.43,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
302,Z0C969,3,88,2012.0,2,9,OMNIBUS,,,4.64,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
303,Z0D950,3,88,2012.0,2,9,OMNIBUS,,,4.53,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
304,BEY037,2,89,2018.0,2,3,CMTA RURAL,,,1.36,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
305,W4D956,2,89,2016.0,3,3,CMTA RURAL,,,1.21,8,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
306,F6S966,4,89,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
307,F4S967,4,89,2019.0,2,6,CMTA RURAL,,,1.8,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
308,C2X957,3,90,2012.0,4,5,OMNIBUS,,,7.37,12,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
309,F9T701,3,91,2013.0,2,5,OMNIBUS,,,8.3,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
310,D7T960,3,90,2016.0,2,21,OMNIBUS,,,7.5,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
311,F5T963,3,90,2019.0,2,5,OMNIBUS,,,6.55,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
312,C2W967,3,90,2012.0,2,5,OMNIBUS,,,7.33,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
313,F1J684,2,92,2013.0,2,3,CMTA RURAL,,,1.21,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
314,C4S963,3,90,2013.0,2,5,OMNIBUS,,,7.04,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
315,V6F961,3,90,2012.0,2,5,OMNIBUS,,,13.79,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
316,C1Q951,3,90,2012.0,2,5,OMNIBUS,,,7.42,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
317,F5T957,3,90,2019.0,2,5,OMNIBUS,,,6.6,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
318,B7D967,3,93,2011.0,4,5,OMNIBUS,,,7.79,13,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
319,Z3D205,3,93,2007.0,2,5,OMNIBUS,,,8.31,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
320,D9T957,4,58,2018.0,12,6,CMTA RURAL,,,1.78,6,6-10 años,False,SIERRA,NORTE,2010s,mtc_pasajeros
321,X4Z967,5,94,2012.0,7,22,OMNIBUS,,,3.28,12,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
322,V9T957,2,95,2014.0,2,3,CMTA RURAL,,,1.21,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
323,C4R959,3,96,2013.0,2,5,OMNIBUS,,,7.19,11,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
324,T8R959,3,97,2016.0,2,23,OMNIBUS,,,4.88,8,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
325,D2W969,2,98,2016.0,3,3,CMTA RURAL,,,1.21,8,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
326,D7I959,4,99,2016.0,4,19,CMTA RURAL,,,1.235,8,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
327,D9Y950,2,98,2018.0,1,3,CMTA RURAL,,,1.36,6,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
328,D0F967,4,98,2018.0,2,6,CMTA RURAL,,,1.733,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
329,VFZ969,4,100,2019.0,4,10,CMTA RURAL,,,1.92,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
330,X4G953,5,101,2011.0,2,2,OMNIBUS,,,3.1,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
331,VFY967,4,100,2019.0,6,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,NORTE,2010s,mtc_pasajeros
332,F7B967,4,102,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
333,F7C966,4,102,2019.0,4,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
334,BVC486,2,103,2021.0,3,24,CMTA RURAL,,,0.468,3,0-5 años,True,SIERRA,SUR,2020s,mtc_pasajeros
335,D7R961,2,103,2017.0,2,3,CMTA RURAL,,,1.21,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
336,VDJ958,2,104,2018.0,2,3,CMTA RURAL,,,1.36,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
337,D9T955,5,87,2017.0,2,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
338,D9T967,5,87,2017.0,6,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
339,D9T963,5,87,2017.0,2,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
340,D9S956,5,87,2017.0,7,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
341,D9T953,5,87,2017.0,2,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
342,D9U951,5,87,2017.0,11,8,OMNIBUS,,,2.43,7,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
343,D9U950,5,87,2017.0,1,8,OMNIBUS,,,2.43,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
344,VCV952,2,105,2017.0,2,3,CMTA RURAL,,,1.21,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
345,V0N959,1,106,2014.0,1,9,OMNIBUS,,,6.7,10,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
346,V3C966,1,106,2010.0,1,9,OMNIBUS,,,5.95,14,11-15 años,False,SIERRA,SUR,2010s,mtc_pasajeros
347,Y1T961,3,107,2008.0,12,5,OMNIBUS,,,9.05,16,16-20 años,False,SIERRA,NORTE,2000s,mtc_pasajeros
348,Y1P963,3,107,2008.0,2,5,OMNIBUS,,,8.98,16,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
349,C0C954,3,108,2015.0,2,5,OMNIBUS,,,7.22,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
350,C0V963,3,108,2015.0,2,5,OMNIBUS,,,8.58,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
351,C0B969,3,108,2015.0,2,5,OMNIBUS,,,7.22,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
352,V0Q653,4,22,2019.0,2,10,CMTA RURAL,,,1.92,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
353,VDU964,4,22,2018.0,2,6,CMTA RURAL,,,1.76,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
354,V0Y877,4,22,2020.0,2,6,CMTA RURAL,,,1.8,4,0-5 años,True,COSTA,LIMA,2020s,mtc_pasajeros
355,V0Q062,4,22,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
356,VEY967,4,22,2019.0,2,6,CMTA RURAL,,,1.76,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
357,VCC960,3,109,2016.0,6,5,OMNIBUS,,,7.12,8,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
358,C5K955,4,110,2013.0,1,6,CMTA RURAL,,,1.82,11,11-15 años,False,SIERRA,SUR,2010s,mtc_pasajeros
359,F0W542,2,111,2014.0,2,3,CMTA RURAL,,,1.21,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
360,XAI953,2,112,2018.0,2,3,CMTA RURAL,,,1.36,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
361,XAU962,4,112,2019.0,7,11,CMTA RURAL,,,1.733,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
362,B7C965,3,63,2011.0,2,5,OMNIBUS,,,7.78,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
363,D2Z964,3,63,2015.0,2,5,OMNIBUS,,,6.11,9,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
364,F1Q957,3,63,2017.0,2,5,OMNIBUS,,,5.81,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
365,D1B952,3,63,2013.0,4,5,OMNIBUS,,,7.21,11,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
366,B0U955,4,113,2012.0,2,11,CMTA RURAL,,,1.682,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
367,F7N959,1,114,2019.0,1,9,OMNIBUS,,,5.326,5,0-5 años,True,SIERRA,SUR,2010s,mtc_pasajeros
368,F7M958,1,114,2018.0,4,9,OMNIBUS,,,5.1,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
369,F7M963,1,114,2018.0,2,9,OMNIBUS,,,5.05,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
370,F7M962,1,114,2019.0,9,9,OMNIBUS,,,5.326,5,0-5 años,True,COSTA,NORTE,2010s,mtc_pasajeros
371,F7N955,1,114,2018.0,6,9,OMNIBUS,,,5.11,6,6-10 años,False,COSTA,NORTE,2010s,mtc_pasajeros
372,F7M964,1,114,2018.0,2,9,OMNIBUS,,,5.15,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
373,F7L966,2,115,2019.0,2,3,CMTA RURAL,,,1.21,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
374,VAL377,4,116,2019.0,2,10,CMTA RURAL,,,2.26,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
375,V0W958,3,116,2014.0,2,11,OMNIBUS,,,1.71,10,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
376,B0A963,3,109,2012.0,2,5,OMNIBUS,,,6.4,12,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
377,B0A969,3,109,2012.0,7,5,OMNIBUS,,,6.46,12,11-15 años,False,COSTA,SUR,2010s,mtc_pasajeros
378,B8E953,3,109,2007.0,2,5,OMNIBUS,,,7.87,17,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
379,D0D968,4,58,2018.0,2,6,CMTA RURAL,,,1.78,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
380,T5G968,3,117,2013.0,6,9,OMNIBUS,,,4.95,11,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
381,VFA969,1,118,2019.0,2,7,OMNIBUS,,,3.325,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
382,F4A965,3,119,2017.0,7,9,OMNIBUS,,,4.01,7,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
383,T8I964,2,120,2017.0,1,3,CMTA RURAL,,,1.21,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
384,T8I960,2,120,2017.0,2,3,CMTA RURAL,,,1.21,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
385,BSC617,1,121,2019.0,2,12,OMNIBUS,,,2.766,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
386,M2R783,5,120,2012.0,16,1,OMNIBUS,,,3.085,12,11-15 años,False,SELVA,ORIENTE,2010s,mtc_pasajeros
387,T5J953,1,120,2012.0,6,9,OMNIBUS,,,5.8,12,11-15 años,False,COSTA,NORTE,2010s,mtc_pasajeros
388,B2I955,3,122,2007.0,11,5,OMNIBUS,,,6.57,17,16-20 años,False,COSTA,NORTE,2000s,mtc_pasajeros
389,T8I969,2,120,2017.0,2,3,CMTA RURAL,,,1.21,7,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
390,T8I956,2,120,2017.0,3,3,CMTA RURAL,,,1.21,7,6-10 años,False,SIERRA,SUR,2010s,mtc_pasajeros
391,T7O960,2,120,2016.0,4,3,CMTA RURAL,,,1.21,8,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
392,M3R960,5,120,2011.0,2,1,OMNIBUS,,,3.085,13,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
393,M2L965,1,120,2010.0,2,9,OMNIBUS,,,6.15,14,11-15 años,False,COSTA,LIMA,2010s,mtc_pasajeros
394,F4G954,1,123,2019.0,4,12,OMNIBUS,,,3.108,5,0-5 años,True,COSTA,SUR,2010s,mtc_pasajeros
395,T9M957,1,124,2019.0,2,8,OMNIBUS,,,2.97,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
396,D9N954,8,125,2018.0,2,25,OMNIBUS,,,3.4,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
397,D9P951,8,125,2018.0,8,25,OMNIBUS,,,3.4,6,6-10 años,False,SIERRA,CENTRO,2010s,mtc_pasajeros
398,A3G951,1,126,2006.0,2,14,OMNIBUS,,,6.0,18,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
399,A3U957,1,126,2004.0,2,14,OMNIBUS,,,7.6,20,16-20 años,False,COSTA,LIMA,2000s,mtc_pasajeros
400,VAB003,4,127,2019.0,2,26,CMTA RURAL,,,1.6,5,0-5 años,True,COSTA,LIMA,2010s,mtc_pasajeros
401,VEU954,3,77,2018.0,2,5,OMNIBUS,,,7.13,6,6-10 años,False,COSTA,LIMA,2010s,mtc_pasajeros
402,VER961,1,128,2018.0,7,9,OMNIBUS,,,7.0,6,6-10 años,False,COSTA,SUR,2010s,mtc_pasajeros
